0,9
1,23
2,13
3,18
4,30
5,18
6,15
7,14
8,3
9,8
10,15
11,6
12,25
13,14
14,26
15,17
16,20
17,33
18,17
19,56
20,23
21,2
22,27
23,7
24,14
25,27
26,13
27,12
28,25
29,23
30,13
31,22
32,5
33,17
34,9
35,22
36,19
37,8
38,4
39,19
40,15
41,9
42,11
43,19
44,12
45,3
46,5
47,13
48,12
49,21
50,30
51,2
52,14
53,24
54,11
55,18
56,17
57,19
58,24
59,30
